datetime;open;high;low;close
2024-01-30;2031.96997;2048.47534;2029.18994;2036.11511
2024-01-29;2019.39502;2037.74939;2017.38379;2031.74878
2024-01-26;2019.94495;2026.79504;2015.96948;2018.33997
2024-01-25;2012.84497;2025.26562;2010.14502;2019.75183
2024-01-24;2028.94495;2036.74500;2011.28088;2012.58997
2024-01-23;2021.24500;2037.92456;2019.58997;2027.67810
2024-01-22;2029.89502;2032.28369;2016.74500;2020.094849
2024-01-19;2023.045044;2039.49500;2020.36548;2029.089966
2024-01-18;2006.094971;2023.44727;2005.42505;2022.67041
2024-01-17;2027.89502;2033.045044;2001.91003;2005.71936
2024-01-16;2054.90991;2055.64600;2024.29004;2027.58997
2024-01-15;2048.094971;2059.24512;2045.79504;2054.48999
2024-01-12;2028.29504;2062.34668;2027.99500;2048.71924
2024-01-11;2023.74500;2039.69495;2013.31909;2028.089966
2024-01-10;2029.94495;2040.44495;2020.44995;2023.40198
2024-01-09;2028.39502;2042.094971;2026.11401;2029.59485
2024-01-08;2044.084961;2046.71350;2016.84497;2027.84302
2024-01-05;2043.69495;2064.026855;2024.49500;2045.49561
2024-01-04;2041.34497;2051.39502;2036.24500;2043.26465
2024-01-03;2059.14502;2066.11865;2030.67505;2040.19031
2024-01-02;2062.90479;2079.020020;2056.044922;2058.51050
2024-01-01;2064.23999;2074.89990;2063.30005;2063.80005
2023-12-29;2065.14502;2075.14502;2057.75;2062.59009
2023-12-28;2077.34497;2088.53882;2065.89380;2066.042236
2023-12-27;2066.69507;2084.58789;2061;2076.99512
2023-12-26;2055.72510;2068.64502;2053.59351;2067.19995
2023-12-25;2054.32007;2058.36011;2053.95996;2054.92993
2023-12-22;2045.84497;2070.64502;2045.64502;2052.97510
2023-12-21;2029.44495;2046.067749;2029.44495;2045.49414
2023-12-20;2040.34497;2043.94495;2029.18994;2029.18994
2023-12-19;2027.29504;2047.074097;2021.73657;2040.12085
2023-12-18;2020.094971;2033.70911;2015.99500;2026.99792
2023-12-15;2035.79504;2045.54504;2015.68372;2018.18994
2023-12-14;2026.59497;2047.98499;2024.32776;2035.52795
2023-12-13;1979.74500;2027.54504;1973.091675;2026.39001
2023-12-12;1981.59497;1996.79504;1977.18506;1979.4375
2023-12-11;2003.59998;2008.71997;1975.94995;1981.30298
2023-12-08;2028.69495;2034.18616;1994.74475;2003.39001
2023-12-07;2025.29504;2039.92603;2020.26001;2028.33752
2023-12-06;2019.74500;2036.29504;2017.26550;2024.89746
2023-12-05;2030.14502;2041.32703;2010.015015;2019.42029
2023-12-04;2071.070068;2135.71997;2020.41003;2030.060059
2023-12-01;2034.49500;2075.34497;2033.75;2070.90112
2023-11-30;2044.79504;2047.59497;2031.84497;2035.75452
2023-11-29;2041.24500;2052.094971;2035.050049;2044.58997
2023-11-28;2013.94495;2042.99707;2011.59998;2040.89001
2023-11-27;2002.77502;2018.13953;2000.66772;2013.64294
2023-11-24;1994.064941;2003.68164;1991.40002;2001.96997
2023-11-23;1990.14502;1999.19495;1989.011597;1991.79004
2023-11-22;1998.69495;2006.89502;1986.89001;1989.72351
2023-11-21;1977.49500;2007.51501;1977.33655;1998.36926
2023-11-20;1980.39001;1985.26270;1965.19995;1977.19409
2023-11-17;1981.20996;1993.94495;1978.59497;1980.0076904
2023-11-16;1959.44495;1988.034668;1956.49451;1980.85120
2023-11-15;1963.045044;1975.59497;1955.40503;1959.091187
2023-11-14;1946.19495;1970.84497;1943.40002;1962.67395
2023-11-13;1937.050049;1949.26892;1931.72522;1945.89001
2023-11-10;1958.39502;1960.92590;1933.17505;1936.79004
2023-11-09;1950.094971;1965.69495;1944.30005;1958.18994
2023-11-08;1968.84497;1971.12170;1947.47876;1949.79004
2023-11-07;1978.19495;1978.75244;1956.19995;1968.40491
2023-11-06;1992.29504;1993.29504;1977.52051;1977.68335
2023-11-03;1985.69495;2004.055542;1983.26196;1992.26758
2023-11-02;1983.52502;1991.49500;1978.89502;1985.50696
2023-11-01;1983.014893;1992.09375;1969.90405;1982.15002
2023-10-31;1996;2007.79504;1978.89502;1982.70496
2023-10-30;2004.79504;2007.37012;1990.5;1995.87842
2023-10-27;1985.17004;2009.48206;1976.34998;2005.78369
2023-10-26;1979.96997;1994.045044;1971.59998;1984.81775
2023-10-25;1971.35999;1987.19495;1963.34497;1979.61841
2023-10-24;1972.96997;1980.99353;1953.5;1970.10999
2023-10-23;1972.89502;1983.39502;1964.35791;1972.59326
2023-10-20;1974.31006;1997.27185;1971.92505;1981.044556
2023-10-19;1947.99500;1977.86194;1945.18286;1973.70349
2023-10-18;1923.69995;1962.73743;1923.045044;1947.68860
2023-10-17;1920.14001;1931.55920;1911.84998;1922.45544
2023-10-16;1929.29504;1931.79504;1907.65002;1919.43872
2023-10-13;1869.020020;1933.76282;1868.94495;1931.69751
2023-10-12;1874.099976;1885.29504;1866.91504;1868.64905
2023-10-11;1859.99500;1877.21997;1858.59595;1873.60815
2023-10-10;1861.27002;1865.64502;1852.65002;1860.087402
2023-10-09;1832.73999;1864.14502;1832.63245;1860.88147
2023-10-06;1820.39502;1834.96997;1810.099976;1832.25732
2023-10-05;1820.49500;1829.30005;1812.69995;1820.0058594
2023-10-04;1824.29504;1831.045044;1816.15002;1821.075439
2023-10-03;1827.96484;1833.36340;1814.69995;1822.81165
2023-10-02;1848.13000;1849.063965;1826.59998;1827.40332
2023-09-29;1865.42505;1880.24500;1846.33582;1848.31335
2023-09-28;1875.73499;1880.14502;1857.75879;1864.55908
2023-09-27;1900.69495;1903.95142;1872.47498;1874.69531
2023-09-26;1916.030029;1916.89099;1899.17371;1900.48608
2023-09-25;1925.23999;1927.26001;1915.0030518;1915.65527
2023-09-22;1920.084961;1929.64502;1919.57629;1924.98755
2023-09-21;1930.99500;1931.73889;1913.40002;1919.56909
2023-09-20;1931.69495;1947.79602;1927.90320;1929.68384
2023-09-19;1933.68005;1937.94495;1929.71436;1930.94495
2023-09-18;1924.19495;1934.60754;1922.15002;1933.13965
2023-09-15;1910.89502;1930.84497;1909.74500;1923.57495
2023-09-14;1906.68005;1912.98987;1900.95496;1910.31885
2023-09-13;1913.55005;1916.29504;1905.5;1906.30225
2023-09-12;1922.89502;1925.045044;1907.15002;1913.26135
2023-09-11;1919.16003;1930.89502;1916.89502;1921.66260
2023-09-08;1919.56995;1930.19495;1917.35950;1917.80505
2023-09-07;1916.86499;1923.67004;1916.099976;1919.18665
2023-09-06;1926.16003;1929.79504;1914.80005;1916.27588
2023-09-05;1938.59497;1939.12561;1925.21753;1925.81116
2023-09-04;1940.49500;1946.42004;1936.15002;1938.19128
2023-09-01;1940.19495;1953.44495;1934.59497;1938.79504
2023-08-31;1942.60999;1948.19495;1938.86499;1939.74414
2023-08-30;1937.47998;1949.036255;1934.94495;1942.23987
2023-08-29;1920.22998;1938.41125;1914;1937.12219
2023-08-28;1916.094971;1926.18506;1912.83350;1919.65857
2023-08-25;1917.79993;1923.094971;1903.40002;1914.52551
2023-08-24;1914.15002;1923.94495;1911.34998;1916.59705
2023-08-23;1897.79504;1920.94495;1897.22815;1914.31494
2023-08-22;1895.094971;1905.045044;1888.59998;1897.0026855
2023-08-21;1889.40002;1899.045044;1884.5;1893.94495
2023-08-18;1889.49500;1897.44495;1886.19995;1888.19336
2023-08-17;1892.20496;1903.89502;1884.5;1888.88733
2023-08-16;1901.59497;1907.89502;1891.30005;1891.76221
2023-08-15;1907.39502;1912.19495;1896.15002;1901.55713
2023-08-14;1913.66992;1916.54504;1902.19995;1907.90259
2023-08-11;1912.64502;1921.14502;1910.94495;1913.31824
2023-08-10;1914.93994;1930.10925;1911.72876;1912.060669
2023-08-09;1925.16003;1932.47998;1914.048340;1914.58899
2023-08-08;1936.76001;1938.15320;1922.5;1924.81506
2023-08-07;1942.59497;1946.81458;1931.52502;1936.38708
2023-08-04;1934.12000;1947.19495;1929.75;1941.62329
2023-08-03;1934.65503;1939.030029;1929.54504;1933.73694
2023-08-02;1945.74500;1955.39502;1933;1933.56494
2023-08-01;1965.099976;1966.24500;1941.20496;1944.079346
2023-07-31;1959.49500;1972.44495;1951;1964.18835
2023-07-28;1944.27087;1963.70996;1944.27087;1959.20129
2023-07-27;1972.075073;1982.24500;1942.61047;1944.98621
2023-07-26;1964.99500;1978.31470;1961.99451;1972.10315
2023-07-25;1955.19995;1966.029907;1953.20764;1964.58240
2023-07-24;1962.094971;1967.97009;1953.41870;1954.51257
2023-07-21;1969.98999;1973.88879;1956.82495;1960.22729
2023-07-20;1976.79504;1987.59497;1965.40002;1969.62012
2023-07-19;1978.96997;1981.045044;1969.74731;1976.73572
2023-07-18;1954.59497;1984.39331;1954.44495;1978.71497
2023-07-17;1954.89502;1959.91003;1945.82446;1954.73547
2023-07-14;1961.58496;1963.81482;1951;1954.92542
2023-07-13;1957.43994;1963.69495;1952.71448;1960.19446
2023-07-12;1932.59497;1959.82227;1932.18237;1957.088501
2023-07-11;1925.39502;1938.69495;1924.39880;1931.99500
2023-07-10;1925.19495;1928.31152;1912.67932;1924.99365
2023-07-07;1911.069946;1934.92004;1909.55579;1924.28247
2023-07-06;1916.045044;1927.68994;1902.67505;1910.79724
2023-07-05;1925.90002;1935.16504;1914.48254;1917.32239
2023-07-04;1921.78003;1930.83997;1919.89502;1925.089966
2023-07-03;1919.39502;1931.094971;1910.099976;1921.42847
2023-06-30;1908.53003;1922.89795;1900.55652;1919.56543
2023-06-29;1908.79504;1913.14844;1893.0096436;1908.15247
2023-06-28;1913.59497;1917.23792;1902.84497;1907.42334
2023-06-27;1923.20996;1930.84998;1911.18506;1913.35254
2023-06-26;1924.29504;1933.47998;1921.59497;1922.85327
2023-06-23;1913.79504;1937.099976;1910.24500;1921.36316
2023-06-22;1932.094971;1935.0023193;1912.34497;1913.51599
2023-06-21;1935.42004;1939.54504;1919.34497;1932.26306
2023-06-20;1950.89502;1956.86865;1929.77014;1935.91394
2023-06-19;1957.99500;1958.92505;1947.80005;1950.12000
2023-06-16;1957.68005;1967.99878;1953.41943;1957.36255
2023-06-15;1943.44495;1960.34302;1925.29504;1957.65479
2023-06-14;1943.49500;1960.40503;1939.72546;1942.99036
2023-06-13;1957.69495;1970.74500;1939.99500;1943.32849
2023-06-12;1960.25;1967.54504;1948.80005;1956.92175
2023-06-09;1968.099976;1973.094971;1956.72864;1960.59973
2023-06-08;1940.59497;1970.49756;1939.80591;1967.76147
2023-06-07;1963.59497;1970.26318;1939.63184;1939.63184
2023-06-06;1962.10999;1966.84998;1954;1962.84753
2023-06-05;1947.59497;1964.13049;1938.14465;1961.45276
2023-06-02;1978.13989;1983.51501;1947.63220;1947.63220
2023-06-01;1962.79504;1983.26501;1953.42725;1977.87512
2023-05-31;1959.29504;1975.34497;1953.66650;1962.30115
2023-05-30;1944.19495;1963.63281;1932.081909;1959.14453
2023-05-29;1944.094971;1949.74988;1940.29504;1942.83997
2023-05-26;1940.68994;1957.39502;1936.84497;1946.32507
2023-05-25;1958.13440;1964.94995;1938.86255;1940.33643
2023-05-24;1975.19495;1985.30005;1956.51379;1957.011353
2023-05-23;1971.99500;1977.79504;1954.28589;1974.72754
2023-05-22;1977.79504;1982.65723;1968.40002;1969.43164
2023-05-19;1957.39502;1984.094971;1954.049927;1976.55505
2023-05-18;1981.51501;1986.12024;1951.96606;1958.053345
2023-05-17;1988.93994;1993.13354;1974.80005;1981.72217
2023-05-16;2015.89502;2018.94495;1985.47498;1988.60339
2023-05-15;2011.71997;2022.20325;2007.27588;2018.41003
2023-05-12;2015.19495;2022.56494;2001.045044;2011.15002
2023-05-11;2030.55505;2041.44495;2011.19495;2015.54993
2023-05-10;2034.19495;2048.21997;2021.57166;2029.51001
2023-05-09;2022.23999;2037.70496;2019.5;2034.17004
2023-05-08;2015.94995;2029.625;2014.10498;2021.39001
2023-05-05;2051.72510;2053.13208;1999.30005;2016.54285
2023-05-04;2036.86499;2073.29492;2030.34106;2051.10840
2023-05-03;2036.85999;2080.71997;2030.33997;2051.11011
2023-05-02;1982.81006;2019.53503;1978.38342;2016.27795
2023-05-01;1991.34497;2006.045044;1977.050049;1982.045288
2023-04-28;1986.75;1995.125;1976.084961;1989.64746
2023-04-27;1987.58496;2003.44995;1973.79504;1987.87024
2023-04-26;2000.63000;2009.51001;1983.42505;1989.47986
2023-04-25;1991.44995;2003.90002;1976.14453;1997.87231
2023-04-24;1981.33997;1990.96997;1974.18506;1988.87573
2023-04-21;2004.28503;2005.75;1971.64502;1982.89478
2023-04-20;1993.57996;2012.74500;1990.48865;2004.33838
2023-04-19;2007.49500;2008.33093;1969.27686;1993.26416
2023-04-18;1995.19495;2011.97998;1991.32837;2004.92603
2023-04-17;2001.84998;2015.13000;1981.34497;1994.77112
2023-04-14;2040.39502;2047.60034;1992.40674;2003.040039
2023-04-13;2014;2048.84497;2012.44995;2039.73499
2023-04-12;2003.66504;2028.39502;2001.17505;2014.67114
2023-04-11;1990.36499;2007.57971;1988.72095;2003.14087
2023-04-10;2008.29504;2011.17383;1981.59497;1989.65247
2023-04-06;2020.125;2021.625;2000.87720;2008.016357
2023-04-05;2020.44006;2032.20496;2009.99500;2020.35327
2023-04-04;1984.59497;2025.18994;1977.012939;2019.97021
2023-04-03;1970.84497;1990.64001;1949.82288;1984.10571
2023-03-31;1978.62000;1987.84497;1966.89062;1967.90002
2023-03-30;1962.57996;1984.40039;1955.44080;1980.25024
2023-03-29;1972.81995;1974.63501;1958.62000;1964.040405
2023-03-28;1957.22998;1975.44995;1948.66003;1973.69275
2023-03-27;1977.66003;1979.89001;1943.67505;1956.55945
2023-03-24;1993.99500;2003.19495;1975.17505;1977.21716
2023-03-23;1967.91003;2003.43457;1964.38501;1993.50330
2023-03-22;1940.43506;1978.92505;1934.32996;1969.58105
2023-03-21;1979.17004;1985.30139;1935.41077;1940.14612
2023-03-20;1987.59497;2010.19495;1965.77002;1978.71216
2023-03-17;1920;1989.79932;1918.32996;1987.93005
2023-03-16;1920.54004;1934.12000;1907.54712;1919.11609
2023-03-15;1903.91003;1937.45605;1885.78210;1918.097534
2023-03-14;1913.18994;1914.51501;1895.17004;1902.11707
2023-03-13;1869.010010;1914.79004;1869.010010;1913.23499
2023-03-10;1830.96497;1870.27954;1827.71497;1867.82996
2023-03-09;1813.65002;1835.56006;1811.83997;1830.89001
2023-03-08;1813.61499;1824.37817;1809.40161;1813.58997
2023-03-07;1846.92004;1852.26001;1812.72498;1813.52002
2023-03-06;1855.35498;1858.84497;1845.079956;1846.84998
2023-03-03;1836.099976;1856.46997;1834.50500;1854.96997
2023-03-02;1837.20496;1838.93994;1829.43994;1836.00036621
2023-03-01;1827.24500;1845.050049;1823.046387;1836.80505
2023-02-28;1817.375;1831.26501;1804.65002;1827.15002
2023-02-27;1812.0050049;1820.22498;1806.68201;1817.31006
2023-02-24;1822.74500;1827.97937;1808.90503;1810.81006
2023-02-23;1825.12000;1834.42505;1817.55005;1822.64001
2023-02-22;1834.70996;1846.25500;1823.045044;1825.040039
2023-02-21;1841.71497;1844.44495;1829.69995;1834.32324
2023-02-20;1842.73499;1847.85999;1837.09375;1841.14001
2023-02-17;1837.51501;1843.76501;1818.34497;1841.58997
2023-02-16;1836.56494;1845.45496;1827.18005;1837.43994
2023-02-15;1854.35498;1860.18188;1830.19995;1836.18994
2023-02-14;1853.67004;1871.030029;1843.19995;1854.29004
2023-02-13;1865.69495;1866.83447;1850.41760;1853.39001
2023-02-10;1861.68005;1872.31494;1852.69019;1864.67004
2023-02-09;1875.64001;1890.68994;1858.89014;1861.39001
2023-02-08;1874.045044;1886.28369;1867.40149;1875.58997
2023-02-07;1867.38501;1884.44775;1864.93518;1873.81006
2023-02-06;1865.16504;1881.53503;1860.38501;1867.35999
2023-02-03;1912.57495;1918.71997;1861.41492;1865.53003
2023-02-02;1950.53503;1959.76941;1911.32910;1912.37000
2023-02-01;1927.92004;1954.63000;1920.56006;1950.42004
2023-01-31;1922.81995;1931.15417;1900.74500;1927.88000
2023-01-30;1928.39502;1934.61499;1920.58496;1922.51733
2023-01-27;1929.40002;1935.14502;1916.64502;1927.33997
2023-01-26;1946.094971;1949.27087;1918.74500;1928.98999
2023-01-25;1937.53503;1948.12000;1919.88000;1945.93005
2023-01-24;1931.35498;1942.92505;1916.82495;1937.44995
2023-01-23;1926.20496;1935.69055;1911.43506;1931.30005
2023-01-20;1931.47998;1937.71814;1920.57642;1926.57397
2023-01-19;1903.83496;1935.40002;1900.48499;1931.39001
2023-01-18;1908.46497;1926.29504;1896.55957;1903.76001
2023-01-17;1917.81494;1919.82996;1903.50500;1908.39001
2023-01-16;1920.38501;1929.24219;1910.73999;1918.00061035
2023-01-13;1897.030029;1922.23999;1891.80005;1920.20996
2023-01-12;1876.42505;1901.875;1873.63501;1896.85999
2023-01-11;1877.29504;1887.089966;1866.75;1876.38000
2023-01-10;1871.66003;1881.035034;1867.37000;1877.27002
2023-01-09;1865.45496;1881.80005;1864.58997;1871.58997
2023-01-06;1833.26501;1870.37000;1830.53003;1865.70996
2023-01-05;1854.19495;1859.35999;1824.67505;1833.18994
2023-01-04;1839.51001;1865.49500;1835.92004;1854.089966
2023-01-03;1826.13501;1850.69495;1824.42004;1839.48999
2023-01-02;1823.85498;1823.94495;1823.68994;1823.68994
2022-12-30;1815.14001;1826.73499;1809.83997;1824.40002
2022-12-29;1804.15503;1820.52002;1802.020020;1814.89001
2022-12-28;1814;1815.18005;1796.56006;1804.089966
2022-12-27;1796.67004;1833.39270;1796.20496;1813.93005
2022-12-26;1798.57495;1798.77991;1797.61462;1797.61462
2022-12-23;1792.64502;1803.59998;1789.61621;1797.91003
2022-12-22;1814.20496;1821.099976;1784.11499;1792.56995
2022-12-21;1818.055054;1824.38501;1811.23999;1814.13000
2022-12-20;1787.48999;1821.59998;1784.21497;1817.40845
2022-12-19;1793.125;1799.10498;1783.47998;1787.43994
2022-12-16;1776.72498;1794.68506;1773.88501;1792.33997
2022-12-15;1807.39502;1809.094971;1772;1776.66003
2022-12-14;1810.48999;1814.18506;1796.074951;1807.27002
2022-12-13;1781.20996;1824.87000;1779.81494;1810.29004
2022-12-12;1797.34998;1798;1777.21997;1781.15002
2022-12-09;1789.30005;1806.44995;1787.96497;1796.63000
2022-12-08;1786.28503;1795.17505;1780.95996;1789.22998
2022-12-07;1771.13501;1790.92004;1768.32495;1786.21997
2022-12-06;1768.66504;1781.46497;1765.72266;1770.91003
2022-12-05;1797.91504;1810.33496;1765.32495;1768.39001
2022-12-02;1803.15002;1804.93005;1778.25500;1797.81995
2022-12-01;1768.53503;1804.31995;1767.36499;1802.89001
2022-11-30;1749.82495;1770.38501;1744.40503;1768.44995
2022-11-29;1740.81995;1759.32996;1738.97998;1749.72998
2022-11-28;1755;1764.084961;1739.14001;1740.75
2022-11-25;1756.48010;1761.57996;1745.45996;1756.14001
2022-11-24;1749.52502;1759.084961;1749.025024;1754.95996
2022-11-23;1740.29504;1753.53821;1728.25;1749.28003
2022-11-22;1738.48499;1749.98499;1736.61499;1740.23999
2022-11-21;1750.82495;1753.51501;1732.030029;1737.80811
2022-11-18;1760.74500;1767.98499;1747.035034;1749.73999
2022-11-17;1773.82251;1775.20496;1754.125;1760.87000
2022-11-16;1778.33997;1785.49500;1769.82495;1773.77002
2022-11-15;1771.875;1786.68005;1766.56494;1778.25
2022-11-14;1771.41504;1775.35999;1752.89502;1771.80005
2022-11-11;1754.92004;1773.17004;1746.85498;1770.68994
2022-11-10;1706.41504;1757.52002;1703.32495;1754.86035
2022-11-09;1712.60498;1722.94495;1701.78503;1706.31995
2022-11-08;1674.75;1717.31006;1664.32495;1712.52002
2022-11-07;1681.29504;1682.084961;1666.43506;1674.68005
2022-11-04;1629.40002;1682.17383;1628.23499;1680.27002
2022-11-03;1635.80005;1641.32495;1616.17505;1629.15002
2022-11-02;1647.77002;1669.60498;1634.40002;1634.88696
2022-11-01;1633.39514;1657.125;1630.92505;1647.50330
2022-10-31;1643.69495;1645.79504;1631.76501;1633.12244
2022-10-28;1663.30005;1667.43994;1637.39001;1641.76001
2022-10-27;1664.5;1671.089966;1654.80505;1662.93994
2022-10-26;1653.21497;1675.12000;1649.14502;1664.48840
2022-10-25;1649.69995;1662.89001;1637.81995;1652.52393
2022-10-24;1658.19495;1670.54504;1643.64001;1648.59998
2022-10-21;1628.099976;1659.080078;1617.20996;1656.66003
2022-10-20;1629.92993;1645.82996;1621.93005;1627.66370
2022-10-19;1651.99500;1654.89502;1627.25;1628.48828
2022-10-18;1650.49500;1661.26501;1645.60999;1651.82727
2022-10-17;1644.094971;1668.69495;1643.69495;1649.94470
2022-10-14;1665.89502;1672.015015;1639.89502;1641.75842
2022-10-13;1673.29504;1682.84497;1642.25;1665.79724
2022-10-12;1666.49500;1678.89502;1660.94995;1672.50525
2022-10-11;1668.39502;1684.44495;1660.44995;1665.30750
2022-10-10;1696.79504;1700.33496;1665.30005;1667.95642
2022-10-07;1711.099976;1715.39502;1690.34998;1694.52002
2022-10-06;1716.060059;1726.094971;1706.52502;1710.84998
2022-10-05;1726.42493;1728.099976;1700.15002;1715.81055
2022-10-04;1699.39502;1729.73499;1694.73499;1726.24084
2022-10-03;1661.29504;1701.79504;1659.099976;1699.22253
2022-09-30;1661.125;1675.56995;1658.92505;1659.67004
2022-09-29;1659.88000;1665.12000;1641.050049;1660.29175
2022-09-28;1629.26001;1663.17004;1614.34998;1659.44495
2022-09-27;1621.99500;1642.94495;1621.77002;1628.80237
2022-09-26;1645.39502;1650.020020;1620.80005;1621.56750
2022-09-23;1671.54504;1676.59497;1639.59497;1643.089966
2022-09-22;1675.055054;1685.49500;1655.52502;1670.53455
2022-09-21;1663.67004;1688.15002;1654.14502;1673.73682
2022-09-20;1675.46997;1679.34497;1659.59998;1663.10889
2022-09-19;1675.44495;1680.16003;1659.67053;1675.77576
2022-09-16;1664.27002;1680.69495;1653.84998;1674.94482
2022-09-15;1696.055054;1698.62000;1660.035034;1663.74084
2022-09-14;1701.85999;1707.49500;1693.25500;1695.79504
2022-09-13;1724.75;1732.34497;1696.69995;1701.55396
2022-09-12;1717.045044;1735.37000;1711.97498;1724.070190
2022-09-09;1708.84497;1729.94495;1708.21997;1716.050049
2022-09-08;1718.39502;1728.79504;1703.5;1707.27502
2022-09-07;1701.60999;1719.81995;1690.90002;1717.69348
2022-09-06;1710.56494;1727.24500;1699.30005;1701.15308
2022-09-05;1712.99500;1716.34497;1707.47498;1710.20630
2022-09-02;1696.34998;1718.31006;1694.64001;1711.43994
2022-09-01;1711.094971;1711.81006;1688.34998;1696.089966
2022-08-31;1723.83008;1726.85999;1709.10498;1710.70496
2022-08-30;1738.36499;1740.92505;1720.85498;1723.54980
2022-08-29;1736.19495;1745.63000;1720.079956;1737.82373
2022-08-26;1758.54504;1759.31494;1733.82996;1736.85999
2022-08-25;1751.54504;1765.92505;1749.70996;1758.43738
2022-08-24;1748.54504;1755.88440;1742.28503;1750.88818
2022-08-23;1736.40002;1754.28210;1730.51501;1747.67456
2022-08-22;1747.045044;1749.30750;1727.50500;1735.70496
2022-08-19;1759.29504;1759.88000;1745.19495;1747.82898
2022-08-18;1761.625;1772.59497;1755.36829;1758.19556
2022-08-17;1775.97986;1782.63000;1759.58496;1761.050049
2022-08-16;1779.74500;1783.37000;1771.32996;1775.54175
2022-08-15;1802.045044;1802.53247;1772.75;1779.35901
2022-08-12;1790.060059;1802.86499;1784.51501;1801.76123
2022-08-11;1792.39001;1799.39502;1783.24500;1789.45044
2022-08-10;1794.21497;1807.89502;1787.32495;1792.12781
2022-08-09;1789.20996;1800.44995;1782.84998;1794.084595
2022-08-08;1773.57495;1790.25500;1770.93506;1788.52393
2022-08-05;1791.16003;1795.28503;1764.88000;1774.15002
2022-08-04;1765.34045;1795.28503;1763;1790.96704
2022-08-03;1760.53491;1772.89502;1754.33496;1764.89600
2022-08-02;1772.22998;1788.24500;1759.74658;1759.74658
2022-08-01;1765.045044;1775.22498;1758.047974;1771.72925
2022-07-29;1755.81006;1768.17004;1752.18506;1765.21997
2022-07-28;1734.60999;1757.42505;1733.59497;1755.10815
2022-07-27;1717.41003;1740.59998;1711.46448;1733.89221
2022-07-26;1719.68994;1728.36084;1713.19995;1717.00048828
2022-07-25;1728.14502;1736.42505;1714.57495;1718.78003
2022-07-22;1718.61011;1739.28406;1712.92908;1726.45996
2022-07-21;1696.72998;1720.69495;1680.77502;1718.49243
2022-07-20;1711.29504;1714.94495;1692.53320;1696.43298
2022-07-19;1709.27002;1718.64001;1704.95996;1711.065552
2022-07-18;1707.94495;1724.045044;1705.89380;1709.011841
2022-07-15;1709.81494;1716.92004;1698.81995;1706.78003
2022-07-14;1735.69556;1736.93665;1697.48499;1709.44910
2022-07-13;1726.16504;1745.53503;1707.375;1735.23145
2022-07-12;1733.99500;1743.49500;1722.93005;1725.80603
2022-07-11;1742.85999;1744.91504;1731.010010;1733.67261
2022-07-08;1740.050049;1752.49622;1733.24500;1741.81995
2022-07-07;1738.93005;1749.13953;1735.94995;1739.61145
2022-07-06;1764.87000;1773.060059;1731.75;1738.30347
2022-07-05;1808.73547;1812.41504;1763.48499;1764.35278
2022-07-04;1812.26575;1814.35657;1803.44995;1809.11658
2022-07-01;1807.31006;1812.094971;1784.099976;1810.18005
2022-06-30;1817.80005;1825.89502;1802.19995;1806.88696
2022-06-29;1819.95496;1833.24500;1812.099976;1817.10901
2022-06-28;1822.84998;1830.094971;1818.19995;1819.69495
2022-06-27;1838.14502;1841.34497;1820.40002;1822.72998
2022-06-24;1822.88000;1832.14502;1816.69995;1826.18005
2022-06-23;1837.87000;1846.19495;1821.875;1822.42932
2022-06-22;1832.95996;1848.44495;1823.23499;1837.38635
2022-06-21;1838.37415;1844.14502;1828.28503;1832.55847
2022-06-20;1840.40002;1846.42004;1834.49500;1838.28760
2022-06-17;1857.33997;1858.29260;1833.72498;1839.34998
2022-06-16;1833.98999;1857.91370;1815.94995;1856.70752
2022-06-15;1808.35498;1841.74500;1807.23914;1833.37927
2022-06-14;1819.099976;1832.19495;1804.65002;1808.099976
2022-06-13;1875.79504;1877.37683;1818.77417;1818.77417
2022-06-10;1848.085083;1876.47498;1825.015015;1870.95996
2022-06-09;1853.53003;1855.52002;1839.59998;1847.60950
2022-06-08;1852.51001;1859.89502;1844.34998;1853.25500
2022-06-07;1841.59998;1855.85999;1836.72998;1851.97412
2022-06-06;1850.29248;1858.14502;1840.50244;1840.99817
2022-06-03;1868.53003;1874.30005;1847.020020;1850.76562
2022-06-02;1846.44495;1870.69495;1843.75500;1868.12769
2022-06-01;1837.37000;1850.39502;1828.28003;1845.55005
2022-05-31;1856.39502;1857.69495;1834.89502;1837.092529
2022-05-30;1852.19495;1864.34497;1847.91504;1856.21289
2022-05-27;1850.47998;1862.29504;1847.76001;1852.72998
2022-05-26;1853.47998;1854.70996;1841.13501;1850.023560
2022-05-25;1865.089966;1868.39502;1842.94495;1852.83069
2022-05-24;1853.59497;1869.98999;1849.060059;1865.90002
2022-05-23;1846.53003;1865.64502;1844.076294;1853.21851
2022-05-20;1842.12000;1849.59497;1832.34998;1845.68005
2022-05-19;1816.60498;1849.45996;1810.55005;1841.71875
2022-05-18;1815.19995;1825.020020;1807.29504;1815.60999
2022-05-17;1824.18005;1836.54504;1812.67505;1814.66846
2022-05-16;1811.050049;1827.23499;1786.94995;1823.79041
2022-05-13;1822.47998;1829.060059;1799.24500;1811.15442
2022-05-12;1852.57996;1859.29504;1820.93005;1821.71997
2022-05-11;1838.40503;1857.99500;1831.83276;1852.12024
2022-05-10;1853.73999;1865.76001;1835.45996;1838.14307
2022-05-09;1883.79504;1885.95496;1851.35999;1853.92065
2022-05-06;1877.29504;1892.92505;1865.84497;1882.95654
2022-05-05;1881.46997;1910.030029;1872.47998;1876.84082
